n° Autos;Iti;Permissionária;TC;Denominação da Linha;Característica;Situação
;;AUTO VIAÇÃO OURINHOS ASSIS LTDA;3;SANTA CRUZ RIO PARDO - OURINHOS;Semiurbana;Ativa
;;VIAÇÃO LUWASA LTDA;4;CAJOBI - OLIMPIA;Semiurbana;Ativa
;;VIAÇÃO LUWASA LTDA;4;SEVERINIA - OLIMPIA;Semiurbana;Ativa
;;PEVÊ-TUR TRANSPORTES E TURISMO LTDA;4;SAO JOSE DO RIO PRETO - MACAUBAS;Semiurbana;Ativa
;;PEVÊ-TUR TRANSPORTES E TURISMO LTDA;4;SAO JOSE DO RIO PRETO - IPIGUA;Semiurbana;Ativa
;;PEVÊ-TUR TRANSPORTES E TURISMO LTDA;4;SAO JOSE DO RIO PRETO - MIRASSOLANDIA;Semiurbana;Ativa
;;EMPRESA SÃO JOÃO DE TURISMO LTDA;1;JUNDIAI - PRAIA GRANDE;Rodoviária Litorânea;Ativa
;;EXPRESSO ITAMARATI S/A;4;BURITAMA - VOTUPORANGA;Semiurbana;Ativa
;;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - OLIMPIA;Rodoviária Convencional;Ativa
;;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - PITANGUEIRAS;Semiurbana;Ativa
;;EXPRESSO ITAMARATI S/A;4;MIRASSOL - JACI;Semiurbana;Ativa
;;EXPRESSO ITAMARATI S/A;4;COSMORAMA - VALENTIM GENTIL;Semiurbana;Ativa
;;EXPRESSO ITAMARATI S/A;4;VOTUPORANGA - VALENTIM GENTIL;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;BATATAIS - ALTINOPOLIS;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - ALTINOPOLIS;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - BATATAIS;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;BRODOWSKI - BATATAIS;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - BRODOWSKI;Semiurbana;Ativa
;;VB TRANSPORTES E TURISMO LTDA;1;JUNDIAI - BAIRRO SANTO ANTONIO;Semiurbana;Ativa
;;PEVÊ-TUR TRANSPORTES E TURISMO LTDA;4;ADOLFO - SAO JOSE DO RIO PRETO;Semiurbana;Ativa
;;PEVÊ-TUR TRANSPORTES E TURISMO LTDA;4;ADOLFO - SAO JOSE DO RIO PRETO;Semiurbana;Ativa
;;PEVÊ-TUR TRANSPORTES E TURISMO LTDA;4;NOVA ALIANCA - SAO JOSE DO RIO PRETO;Semiurbana;Ativa
;;PEVÊ-TUR TRANSPORTES E TURISMO LTDA;4;BADY BASSIT - SAO JOSE DO RIO PRETO;Semiurbana;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;SANTA GERTRUDES - RIO CLARO;Semiurbana;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;SANTA GERTRUDES - RIO CLARO;Semiurbana;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;SANTA GERTRUDES - RIO CLARO;Semiurbana;Ativa
;;VIAÇÃO VALE DO TIETE LTDA;2;ITU - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
;;VIAÇÃO VALE DO TIETE LTDA;2;ITU - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
;;VIAÇÃO VALE DO TIETE LTDA;2;SALTO - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
;;EXPRESSO ADAMANTINA LTDA;3;OSVALDO CRUZ - PRAÇA TACIBA;Rodoviária Convencional;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - ILHA BELA;Rodoviária Litorânea;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;RIO CLARO - ARARAS;Rodoviária Convencional;Ativa
;;EXPRESSO ITAMARATI S/A;4;SÃO PAULO(BARRA FUNDA) - VOTUPORANGA;Rodoviária Convencional;Ativa
;;EXPRESSO ITAMARATI S/A;4;SAO BERNARDO DO CAMPO - JALES;Rodoviária Convencional;Ativa
;;EXPRESSO ITAMARATI S/A;4;SAO PAULO - JALES;Rodoviária Convencional;Ativa
;;EXPRESSO ITAMARATI S/A;4;SÃO PAULO(BARRA FUNDA) - JALES;Rodoviário Leito;Ativa
;;EXPRESSO ITAMARATI S/A;4;SÃO PAULO(BARRA FUNDA) - MIRASSOL;Rodoviário Leito;Ativa
;;VIAÇÃO LOPES LTDA;3;OSVALDO CRUZ - SAGRES;Semiurbana;Ativa
;;VIAÇÃO LOPES LTDA;3;OSVALDO CRUZ - LUCELIA;Semiurbana;Ativa
;;EXPRESSO ADAMANTINA LTDA;3;TUPA - PARAPUA;Semiurbana;Ativa
;;EXPRESSO ADAMANTINA LTDA;3;BASTOS - PARAPUA;Semiurbana;Ativa
;;EXPRESSO ADAMANTINA LTDA;3;PARAPUA - ADAMANTINA;Semiurbana;Ativa
;;EXPRESSO ADAMANTINA LTDA;3;DRACENA - PACAEMBU;Semiurbana;Ativa
;;EXPRESSO ADAMANTINA LTDA;3;DRACENA - TUPI PAULISTA;Semiurbana;Ativa
;;VIAÇÃO COMETA S/A;5;OSASCO - SAO VICENTE;Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;AMERICANA - ITANHAEM;Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - PAULINIA;Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - ITANHAEM;Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - P.GRANDE(V.MIRIM);Rodoviária Litorânea;Ativa
;;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - BAIRRO BELA VISTA;Semiurbana;Ativa
;;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - PARQUE DOS PINHEIROS;Semiurbana;Ativa
;;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - ALVARES MACHADO;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;ORLANDIA - MORRO AGUDO;Rodoviária Convencional;Ativa
;;VIAÇÃO COMETA S/A;5;CAMPINAS - RIBEIRAO PRETO;Rodoviária Convencional;Ativa
;;VIAÇÃO COMETA S/A;5;CAMPINAS - SERTAOZINHO;Rodoviária Convencional;Ativa
;;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;IEPE - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - SERRANA;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - IGARAPAVA;Rodoviária Convencional;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;SAO JOAQUIM DA BARRA - ITUVERAVA;Rodoviária Convencional;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - ITUVERAVA;Rodoviária Convencional;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - SAO JOAQUIM DA BARRA;Rodoviária Convencional;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - SAO JOAQUIM DA BARRA;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - ORLANDIA;Rodoviária Convencional;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;SALES DE OLIVEIRA - ORLANDIA;Rodoviária Convencional;Ativa
;;VIAÇÃO DANUBIO AZUL LTDA;1;COTIA - PIEDADE;Semiurbana;Ativa
;;VIAÇÃO DANUBIO AZUL LTDA;1;COTIA - IBIUNA;Semiurbana;Ativa
;;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;PRESIDENTE PRUDENTE - SANTOS;Rodoviária Litorânea;Ativa
;;AUTO VIAÇÃO BRAGANCA LTDA;1;BRAGANCA PAULISTA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;ARACATUBA - SANTOS;Rodoviária Litorânea;Ativa
;;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;ARACATUBA - SANTOS;Rodoviário Executivo;Ativa
;;VIAÇÃO LUWASA LTDA;4;CATANDUVA - PARAISO;Semiurbana;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;SAO CARLOS - ARACATUBA;Rodoviária Convencional;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;VIAÇÃO COMETA S/A;5;FRANCA - P.GRANDE(V.MIRIM);Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;FRANCA - P.GRANDE(V.MIRIM);Rodoviário Executivo;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SANTA BRANCA - CARAGUATATUBA;Rodoviária Litorânea;Ativa
;;EMPRESA PRINCESA DO NORTE S/A;3;AVARE - PIRAJU;Semiurbana;Ativa
;;EXPRESSO ITAMARATI S/A;4;ARACATUBA - BURITAMA;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;BATATAIS - FRANCA;Rodoviária Convencional;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;BATATAIS - FRANCA;Semiurbana;Ativa
;;EMPRESA PRINCESA DO NORTE S/A;3;SANTA CRUZ RIO PARDO - BAURU;Semiurbana;Ativa
;;ULTRA S/A - TRANSPORTES INTERURBANOS;5;SAO PAULO(T.JABAQUARA) - GUARUJA;Rodoviária Litorânea;Ativa
;;ULTRA S/A - TRANSPORTES INTERURBANOS;5;SAO PAULO(T.JABAQUARA) - SANTOS(PONTA DA PRAIA);Rodoviária Litorânea;Ativa
;;ULTRA S/A - TRANSPORTES INTERURBANOS;5;SÃO PAULO(AER.CONGONHAS) - SANTOS(PONTA DA PRAIA);Rodoviária Litorânea;Ativa
;;ULTRA S/A - TRANSPORTES INTERURBANOS;5;SAO PAULO(T.JABAQUARA) - SANTOS(RODOVIARIA);Rodoviária Litorânea;Ativa
;;ULTRA S/A - TRANSPORTES INTERURBANOS;5;SÃO PAULO(AER.CONGONHAS) - SANTOS(T.MARIT.PASSAGEIROS);Rodoviária Litorânea;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - TAUBATE;Rodoviária Convencional;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - CRUZEIRO;Rodoviária Convencional;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - JACAREI;Rodoviária Convencional;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - PINDAMONHANGABA;Rodoviária Convencional;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;MARILIA - PRAIA GRANDE (TATICO);Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;MARILIA - PRAIA GRANDE (TATICO);Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;BAURU - PRAIA GRANDE(CIDADE OCIAN;Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;BAURU - PRAIA GRANDE (TATICO);Rodoviário Executivo;Ativa
;;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;ATIBAIA - JARINU;Semiurbana;Ativa
;;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;JUNDIAI - JARINU;Semiurbana;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;ARARAS - LEME;Rodoviária Convencional;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;LIMEIRA - PORTO FERREIRA;Rodoviária Convencional;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;LIMEIRA - ARARAS;Rodoviária Convencional;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;LIMEIRA - LEME;Rodoviária Convencional;Ativa
;;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;ARARAS - PORTO FERREIRA;Rodoviária Convencional;Ativa
;;EMPRESA PRINCESA DO NORTE S/A;3;SÃO PAULO(BARRA FUNDA) - OURINHOS;Rodoviária Convencional;Ativa
;;EMPRESA PRINCESA DO NORTE S/A;3;SÃO PAULO(BARRA FUNDA) - OURINHOS;Rodoviário Executivo;Ativa
;;VIAÇÃO COMETA S/A;5;SÃO PAULO (T.TIÊTE) - CAMPINAS;Rodoviária Convencional;Ativa
;;VIAÇÃO COMETA S/A;5;GUARULHOS(AER.INT.CUMBICA - CAMPINAS;Rodoviária Convencional;Ativa
;;VIAÇÃO COMETA S/A;5;SÃO PAULO(BARRA FUNDA) - CAMPINAS;Rodoviária Convencional;Ativa
;;VIAÇÃO COMETA S/A;5;SAO JOSE DO RIO PRETO - P.GRANDE(V.MIRIM);Rodoviária Litorânea;Ativa
;;VB TRANSPORTES E TURISMO LTDA;1;CAMPINAS - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;VIAÇÃO SANTA CRUZ LTDA;1;SAO BERNARDO DO CAMPO - ITAPIRA;Rodoviária Convencional;Ativa
;;VIAÇÃO SANTA CRUZ LTDA;1;SAO BERNARDO DO CAMPO - CAMPINAS;Rodoviária Convencional;Ativa
;;VIAÇÃO SANTA CRUZ LTDA;1;SÃO PAULO (T.TIÊTE) - ITAPIRA;Rodoviária Convencional;Ativa
;;VIAÇÃO SANTA CRUZ LTDA;1;SAO CAETANO DO SUL - CAMPINAS;Rodoviária Convencional;Ativa
;;VIAÇÃO SANTA CRUZ LTDA;1;SAO CAETANO DO SUL - CAMPINAS;Rodoviária Convencional;Ativa
;;CRISTALENSE TRANSPORTES E TURISMO LTDA;1;FRANCA - SAO JOAQUIM DA BARRA;Semiurbana;Ativa
;;VIAÇÃO DANUBIO AZUL LTDA;1;ARARAQUARA - BARRETOS;Rodoviária Convencional;Ativa
;;TRANSPORTE COLETIVO CÉLICO EIRELI;4;NIPOÃ - SAO JOSE DO RIO PRETO;Semiurbana;Ativa
;;TRANSPORTE COLETIVO CÉLICO EIRELI;4;NEVES PAULISTA - SAO JOSE DO RIO PRETO;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
;;RAPIDO FENIX VIAÇÃO LTDA;1;AMPARO - JAGUARIUNA;Semiurbana;Ativa
;;RAPIDO FENIX VIAÇÃO LTDA;1;AMPARO - PEDREIRA;Semiurbana;Ativa
;;VIAÇÃO LOPES LTDA;3;LUCELIA - ADAMANTINA;Semiurbana;Ativa
;;VIAÇÃO COMETA S/A;5;EMBU - P.GRANDE(SOLEMAR);Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;ITANHAEM - SAO PAULO(T.JABAQUARA);Rodoviária Litorânea;Ativa
;;EMPRESA DE TRANSPORTES MAIRIPORA LTDA;5;MAIRIPORA - BAIRRO PONTE ALTA;Semiurbana;Ativa
;;EMPRESA DE TRANSPORTES MAIRIPORA LTDA;5;MAIRIPORA - NAZARE PAULISTA;Semiurbana;Ativa
;;VIAÇÃO COMETA S/A;5;SAO BERNARDO DO CAMPO - APARECIDA;Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;P.GRANDE(V.MIRIM) - APARECIDA;Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;MOGI DAS CRUZES - APARECIDA;Rodoviária Litorânea;Ativa
;;PORTO DE REGISTRO TRANSPORTES LTDA;5;REGISTRO - PARIQUERA-ACU;Semiurbana;Ativa
;;VALLESUL TRANSPORTES E TURISMO LTDA;5;PEDRO DE TOLEDO - PERUIBE;Semiurbana Litorânea;Ativa
;;VALLESUL TRANSPORTES E TURISMO LTDA;5;ITARIRI - PERUIBE;Semiurbana Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;SAO JOSE DOS CAMPOS - P.GRANDE(V.MIRIM);Rodoviária Litorânea;Ativa
;;AUTO VIAÇÃO M.M. SOUZA TURISMO LTDA;1;RAFARD - CAPIVARI;Semiurbana;Ativa
;;GUERINO SEISCENTO TRANSPORTES S/A;3;GABRIEL MONTEIRO - ARACATUBA;Semiurbana;Ativa
;;VB TRANSPORTES E TURISMO LTDA;1;CAPIVARI - PORTO FELIZ;Rodoviária Convencional;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - SAO JOSE DOS CAMPOS;Rodoviária Convencional;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - CACAPAVA;Rodoviária Convencional;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - GUARATINGUETA;Rodoviária Convencional;Ativa
;;RAPIDO FENIX VIAÇÃO LTDA;1;TUIUTI - MORUNGABA;Semiurbana;Ativa
;;PORTO DE REGISTRO TRANSPORTES LTDA;5;REGISTRO - BARRA DO TURVO;Semiurbana;Ativa
;;AUTO VIAÇÃO OURO VERDE LTDA;1;AMERICANA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;RAPIDO SUMARE LTDA;1;SUMARE(CENTRO) - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;VB TRANSPORTES E TURISMO LTDA;1;CAPIVARI - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;VIAÇÃO PARATY LTDA;4;MATAO - SANTA ERNESTINA;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;ANDRADINA - PRESIDENTE PRUDENTE;Rodoviária Convencional;Ativa
;;VB TRANSPORTES E TURISMO LTDA;1;ARTUR NOGUEIRA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;VB TRANSPORTES E TURISMO LTDA;1;CONCHAL - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;VIACAO SC MIRIM GUACU LTDA;1;MOGI GUACU - ESTIVA GERBI;Semiurbana;Ativa
;;NOSSA SENHORA DE FATIMA AUTO ÔNIBUS LTDA;1;BRAGANCA PAULISTA - TUIUTI;Semiurbana;Ativa
;;NOSSA SENHORA DE FATIMA AUTO ÔNIBUS LTDA;1;BRAGANCA PAULISTA - TUIUTI;Semiurbana;Ativa
;;NOSSA SENHORA DE FATIMA AUTO ÔNIBUS LTDA;1;BRAGANCA PAULISTA - VARGEM(BAIRRO ANHUMAS);Semiurbana;Ativa
;;NOSSA SENHORA DE FATIMA AUTO ÔNIBUS LTDA;1;VARGEM - BRAGANCA PTA(Rodoviaria);Semiurbana;Ativa
;;NOSSA SENHORA DE FATIMA AUTO ÔNIBUS LTDA;1;BRAGANCA PAULISTA - VARGEM;Semiurbana;Ativa
;;EXPRESSO INTEGRAÇÃO DO VALE LTDA - EPP;3;ASSIS - Praça Florínia;Semiurbana;Ativa
;;EXPRESSO INTEGRAÇÃO DO VALE LTDA - EPP;3;ASSIS - CRUZALIA;Semiurbana;Ativa
;;EXPRESSO INTEGRAÇÃO DO VALE LTDA - EPP;3;ASSIS - TARUMA;Semiurbana;Ativa
;;EXPRESSO AMARELINHO LTDA;2;CAPAO BONITO - BAIRRO SUMIDOURO;Semiurbana;Ativa
;;EXPRESSO AMARELINHO LTDA;2;CAPAO BONITO - RIBEIRAO GRANDE;Semiurbana;Ativa
;;VB TRANSPORTES E TURISMO LTDA;1;CAMPINAS - SOROCABA;Rodoviária Convencional;Ativa
